Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2018-01-02,40.267066955566406,40.27641925330551,39.56579443310673,39.77617832995853,102223600
2018-01-03,40.260066986083984,40.80238628352514,40.19695500765061,40.33019497342311,118071600
2018-01-04,40.44706726074219,40.5499211500562,40.224998308918046,40.33252478094121,89738400
2018-01-05,40.90756607055664,40.994055211711675,40.451739619141776,40.54290490942475,94640000
2018-01-08,40.75563430786133,41.05016756597909,40.65745298829791,40.75563430786133,82271200
2018-01-09,40.750953674316406,40.921595685232134,40.53589715868877,40.802380620103136,86336000
2018-01-10,40.74160385131836,40.74394370972359,40.44005816620148,40.47746023211193,95839600
2018-01-11,40.97303771972656,41.02212839218549,40.78837075865585,40.81174438189376,74670800
2018-01-12,41.39612579345703,41.45924133390934,41.05951433352114,41.18340555601736,101672400
2018-01-16,41.18574905395508,41.933772604993706,41.17406046145214,41.58547252280897,118263600
2018-01-17,41.86598205566406,41.90104426428869,40.923939337469655,41.176394373281866,137547200
2018-01-18,41.903385162353516,42.09974425280953,41.66729127565983,41.92909864045741,124773600
2018-01-19,41.71638107299805,41.97818843235449,41.4709348901725,41.75144328474837,129700400
2018-01-22,41.375091552734375,41.55742217931307,41.28158994771982,41.44521953992409,108434400
2018-01-23,41.38443374633789,41.945453988337626,41.333010368506855,41.44521299016399,130756400
2018-01-24,40.72524642944336,41.44522021370444,40.486812695865126,41.433531621173195,204420400
2018-01-25,39.99825668334961,40.89588486778186,39.862676869004524,40.793030969529916,166116000
2018-01-26,40.091758728027344,40.206301219057266,39.75281097181956,40.206301219057266,156572000
2018-01-29,39.261924743652344,39.77619070677116,39.05388063992829,39.77619070677116,202561600
2018-01-30,39.030494689941406,39.12399627428952,38.499864103281,38.6938832793173,184192800
2018-01-31,39.13803482055664,39.37413228878434,38.92064195595757,39.007131130020674,129915600
2018-02-01,39.21984100341797,39.41619648711814,38.98140730643512,39.07724875688061,188923200
2018-02-02,37.51808547973633,38.99075870726561,37.424583889707215,38.80375196035035,346375200
2018-02-05,36.58072280883789,38.30819107991556,36.46618031736213,37.19083019912959,290954000
2018-02-06,38.1094856262207,38.270778874823534,35.998655648541124,36.19267480505928,272975200
2018-02-07,37.29368209838867,38.195986484247946,37.18381931919892,38.12352220639921,206434400
2018-02-08,36.26747512817383,37.63495794612659,36.23942536923537,37.46898854974237,217562000
2018-02-09,36.71109390258789,37.05846466441262,35.26292961094662,36.866003792290925,282690400
2018-02-12,38.18976593017578,38.46672273816519,36.96926786105699,37.20163266035302,243278000
2018-02-13,38.57234573364258,38.66857795561748,37.94097353876356,38.011387447072025,130196800
2018-02-14,39.28352355957031,39.32342394356788,38.22967494691538,38.267225932124475,162579600
2018-02-15,40.60259246826172,40.62606138201437,39.66609578151257,39.851515600178224,204588800
2018-02-16,40.47114944458008,41.03211125006785,40.31624316123592,40.454721563931344,160704400
2018-02-20,40.33500671386719,40.900656379132336,40.234079321886405,40.38194810440309,135722000
2018-02-21,40.15194320678711,40.86780765643654,40.13785756271119,40.56503256469426,149886400
2018-02-22,40.48758316040039,40.827912853294784,40.302163340873086,40.32328643776861,123967600
2018-02-23,41.191715240478516,41.22692040214116,40.73168083348682,40.76219436119442,135249600
2018-02-26,42.00616455078125,42.10474259221506,41.35836445790183,41.39122380504643,152648800
2018-02-27,41.87002944946289,42.36057381022389,41.81604700695905,42.03667557380085,155712400
2018-02-28,41.80664825439453,42.39342471689793,41.79022037577208,42.07421817804011,151128400
2018-03-01,41.07434844970703,42.19626465227854,40.52512659282956,41.90522226538842,195208000
2018-03-02,41.35834884643555,41.379471937040876,40.47583485955829,40.55798498711084,153816000
2018-03-05,41.50153350830078,41.71746684872899,40.961698366530335,41.12364926720145,113605600
2018-03-06,41.466331481933594,41.83717475100933,41.33958930254335,41.75737398689694,95154000
2018-03-07,41.08139419555664,41.27385859802717,40.90301543683224,41.06027110203652,126814000
2018-03-08,41.52968978881836,41.571935973323356,41.09078215882034,41.18701077288144,95096400
2018-03-09,42.24320983886719,42.24790505333158,41.6353102868023,41.76909703854284,128740800
2018-03-12,42.651611328125,42.80886700334209,42.29719960470139,42.31597330142616,128828400
2018-03-13,42.24087142944336,43.069399648429766,42.069533676140765,42.855812120337546,126774000
2018-03-14,41.88175964355469,42.36995811673612,41.73389082089603,42.32301671345703,117473600
2018-03-15,41.93105697631836,42.30424963868147,41.79492794839765,41.89585181071824,90975200
2018-03-16,41.78319549560547,42.041375090064086,41.689309076474494,41.931060785960625,157618800
2018-03-19,41.1447639465332,41.654085457493494,40.75983875209598,41.61888030428851,133787200
2018-03-20,41.13069534301758,41.49684338174766,41.060281432169425,41.13069534301758,78597600
2018-03-21,40.19887924194336,41.0954717328217,40.19652984421135,41.083735488358585,148219600
2018-03-22,39.63088607788086,40.52982452051389,39.57220842812468,39.90080183419946,165963200
2018-03-23,38.713157653808594,39.882015158730724,38.713157653808594,39.522908313354655,164115200
2018-03-26,40.55095672607422,40.628411664082556,39.06523800187792,39.44781747650699,150164800
2018-03-27,39.51118850708008,41.10956740172063,39.177899826116274,40.76454247240878,163690400
2018-03-28,39.07461929321289,39.905496814461294,38.77184419806612,39.2553474561917,166674000
2018-03-29,39.3797492980957,40.31155078767656,39.17320279721128,39.38679033049858,153594000
2018-04-02,39.1215705871582,39.65201896404017,38.60286204080597,39.11218373669499,150347200
2018-04-03,39.52291488647461,39.60741083952156,38.6990820303163,39.34688194941007,121112000
2018-04-04,40.27869415283203,40.37257697878735,38.67327419175449,38.69909250610223,138422000
2018-04-05,40.55800247192383,40.89363699423224,40.389010511429944,40.50636584058401,107732800
2018-04-06,39.52057647705078,40.482887897857516,39.478326701909054,40.12847614077942,140021200
2018-04-09,39.91254425048828,40.62606300601005,39.8656028397066,39.872643872253846,116070800
2018-04-10,40.663612365722656,40.839645319686824,40.259909838119526,40.60493471440127,113634400
2018-04-11,40.4734992980957,40.82087000785947,40.29981215251393,40.42420849279554,89726400
2018-04-12,40.872501373291016,41.074352620855194,40.61431829568591,40.70116364800726,91557200
2018-04-13,41.010986328125,41.27151526401716,40.804443414359966,41.0227225756048,100497200
2018-04-16,41.266822814941406,41.353664598056646,41.0344580124711,41.08139942006313,86313600
2018-04-17,41.8348274230957,41.9991241613357,41.40530650508239,41.42408378679558,106421600
2018-04-18,41.740943908691406,41.970962939576346,41.51562367531091,41.7339028752358,83018000
2018-04-19,40.55800247192383,41.165902217405765,40.52514312301671,40.78332269831539,139235200
2018-04-20,38.896240234375,40.18714851166951,38.8281721559885,40.04162908827687,261964400
2018-04-23,38.7835807800293,39.17789286841588,38.513661441560345,39.156769773980784,146062000
2018-04-24,38.24375534057617,39.03942433112402,37.840052720688725,38.88451443668804,134768000
2018-04-25,38.410396575927734,38.82583543069064,38.119357660993536,38.16864489208386,113528400
2018-04-26,38.54418182373047,38.89859360300027,38.3446763459467,38.52070932702644,111852000
2018-04-27,38.09823226928711,38.56999935976334,37.70157072022894,38.49254441988215,142623200
2018-04-30,38.78828048706055,39.25770178412414,37.98557049884984,38.053638592508214,169709600
2018-05-01,39.689571380615234,39.71304029620329,38.79062918324785,39.05819917447311,214277600
2018-05-02,41.44285583496094,41.719812647104675,40.792706415671205,41.12834088273352,266157600
2018-05-03,41.517974853515625,41.661148521267286,40.94293436485439,41.280918339966576,136272800
2018-05-04,43.1468391418457,43.24541713920659,41.81837662148013,41.83715389451058,224805200
2018-05-07,43.459014892578125,44.04813720028736,43.36278268851024,43.463706525898886,169805600
2018-05-08,43.66790008544922,43.70780045059003,43.10928781068014,43.419107466689546,113611200
2018-05-09,43.97537612915039,43.98476297690126,43.473095611593955,43.7852611249509,92844800
2018-05-10,44.604400634765625,44.68185556216297,44.04344244670562,44.064569122468185,111957200
2018-05-11,44.43476104736328,44.78111639096404,44.16615931102086,44.646817320397844,104848800
2018-05-14,44.33108139038086,44.65623212523947,44.26275443642257,44.53371098533184,83115200
2018-05-15,43.92819595336914,44.076635009265765,43.61247174752895,44.0083044363058,94780800
2018-05-16,44.33815002441406,44.40412571212167,43.824509647791004,43.841004468520254,76732400
2018-05-17,44.057777404785156,44.510159080061804,43.90933837555642,44.29574794788918,69176000
2018-05-18,43.897552490234375,44.25097597581326,43.85514339766552,44.10489541890773,73190800
2018-05-21,44.20856857299805,44.59497812152537,44.038925005819245,44.29574521897252,73603200
2018-05-22,44.097835540771484,44.50309483483212,44.008300423764275,44.385286984121706,60962800
2018-05-23,44.38056945800781,44.41355550927262,43.767967254278695,43.90698323730388,80233600
2018-05-24,44.33108139038086,44.493656757810164,43.873990067081564,44.47716553245859,92936000
2018-05-25,44.43239974975586,44.68450662598143,44.21327532554309,44.34993283409535,69844000
2018-05-29,44.27219009399414,44.47246488387322,44.02950620237712,44.20150825776424,90056400
2018-05-30,44.177947998046875,44.295755859375,44.00830439011752,44.229783744648095,74762000
2018-05-31,44.02949142456055,44.349928823690995,43.857493022112415,44.11195833276388,109931200
2018-06-01,44.823524475097656,44.82823419974906,44.2368401871287,44.293389239832464,93770000
2018-06-04,45.19815444946289,45.57278250226014,45.0850599344167,45.15338689688778,105064800
2018-06-05,45.546871185302734,45.69531022935619,45.32303698544506,45.49032571725215,86264000
2018-06-06,45.7047233581543,45.72828636153599,45.21935568825165,45.62226003673747,83734400
2018-06-07,45.582210540771484,45.756563841147845,45.3183185372882,45.74242747573462,85388800
2018-06-08,45.16752624511719,45.23821166989341,44.71278969726127,45.04265021927023,106627200
2018-06-11,45.056785583496094,45.231142481373176,44.81646017789385,45.08506190990398,73234000
